"id","name","description","price","price_category","category","flowers","seasonality","occasion","url"
"xof_peonies_021","Bouquet ""The scent of peonies""","Fragrant peony bouquet with tanacetum for added texture","1550","Mid-Range","Peonies","Peonies / tanacetum","Spring-Summer","General","https://xoflowers.md/bouquet-the-scent-of-peonies/"
"xof_peonies_022","Bouquet ""Charm""","Charming small bouquet with peonies and sweet matiola","565","Budget","Peonies","Peony / matiola","Spring-Summer","General","https://xoflowers.md/peonies/"
"xof_peonies_023","Basket with peonies Coral Charm","Coral Charm peonies arranged in elegant basket - available in multiple sizes","1450","Mid-Range","Peonies","Peonies","Spring-Summer","General","https://xoflowers.md/peonies/"
"xof_peonies_024","Basket with flowers ""Glints of Summer""","Summer-inspired basket with peony, carnation, rose and mallucella","1700","Mid-Range","Peonies","Peony / carnation / rose / mallucella","Spring-Summer","General","https://xoflowers.md/peonies/"
"xof_peonies_025","Bouquet ""Poetry""","Poetic arrangement of hydrangeas, peonies and eucalyptus","1450","Mid-Range","Peonies","Hydrangea / peony / eucalyptus","Spring-Summer","General","https://xoflowers.md/peonies/"
"xof_peonies_026","Bouquet ""A gentle angel""","Angelic white and soft pink peony arrangement","2100","Premium","Peonies","Peonies","Spring-Summer","General","https://xoflowers.md/peonies/"
"xof_peonies_027","Bouquet ""Meet the dream""","Dreamy bouquet featuring Coral Charm peonies","1250","Mid-Range","Peonies","Peonies Coral Charm","Spring-Summer","General","https://xoflowers.md/peonies/"
"xof_peonies_028","Basket of flowers ""Excitement of the Heart""","Exciting mix of peony, hydrangea, herminia, matthiola, eucalyptus, rose and pampas grass","1700","Mid-Range","Peonies","Peony / Hydrangea / Herminia / Matthiola / Eucalyptus / Rose / Pampas grass","Spring-Summer","General","https://xoflowers.md/peonies/"
"xof_peonies_029","Box with beautiful flowers","Elegant box arrangement with hydrangea, peony and orchid Vanda","2500","Premium","Peonies","Hydrangea / peony / orchid Vanda","Spring-Summer","General","https://xoflowers.md/box-with-beautiful-flowers/"
"xof_peonies_030","Basket with peonis","Short-stemmed peonies nestled comfortably in a round basket. Calm and peaceful composition that creates a summer mood and fills the day with warmth and light. Perfect gift for visits and special occasions.","3100","Premium","Peonies","Peony","Spring-Summer","General","https://xoflowers.md/peonies/"
"xof_peonies_031","Bouquet ""I love you""","Composition made from one variety of peonies. Peonies symbolize wealth, honor, and love in the language of flowers. Lush, delicate, fragrant bouquet rightfully considered one of the best gifts for girls and women.","6200","Premium","Peonies","Peony","Spring-Summer","General","https://xoflowers.md/peonies/"
"xof_peonies_032","Bright flower bouquet ""Coral Charm""","Bright, life-affirming flower trio Coral Charm. Vibrant combination of Coral Charm peonies with viburnum and eucalyptus for a fresh and elegant arrangement.","1700","Mid-Range","Peonies","Peonies / viburnum / eucalyptus","Spring-Summer","General","https://xoflowers.md/peonies/"
"xof_french_001","Box with french roses","Elegant French roses with eucalyptus in premium presentation box","2250","Premium","French roses","Roses Mandala / eucalypt","All-Season","General","https://xoflowers.md/box-with-french-roses/"
"xof_french_002","Basket with roses ""Poma Rosa""","Luxurious basket arrangement with premium roses","8700","Premium","French roses","Rose","All-Season","General","https://xoflowers.md/basket-poma-rosa/"
"xof_french_003","Basket with flowers ""Emma""","Beautiful basket with roses and viburnum accents","3700","Premium","French roses","Rose / viburnum","All-Season","General","https://xoflowers.md/basket-emma/"
"xof_french_004","Bouquet ""Silk evening""","Elegant evening bouquet with roses, tulips, chrysanthemum, allium and ruskus","1250","Mid-Range","French roses","Rose / tulip / chrizantema / allium / ruskus","All-Season","General","https://xoflowers.md/bouquet-silk-evening/"
"xof_french_005","Bouquet ""French kiss""","Classic French rose bouquet available in multiple sizes (15, 21, 31, 51 roses)","1450","Mid-Range","French roses","Rose","All-Season","General","https://xoflowers.md/bouquet-french-kiss/"
"xof_french_006","Basket with flowers ""The magnificence of roses""","Magnificent basket showcasing the beauty of roses with eucalyptus","4600","Premium","French roses","Rose / eucalyptus","All-Season","General","https://xoflowers.md/basket-magnificence-of-roses/"
"xof_french_007","Box with flowers ""A gentle drop""","Delicate box arrangement with roses and eucalyptus","1550","Mid-Range","French roses","Rose / eucalyptus","All-Season","General","https://xoflowers.md/box-gentle-drop/"
"xof_french_008","Bouquet ""The romance of the morning""","Romantic morning bouquet with roses and eucalyptus","650","Budget","French roses","Rose / eucalyptus","All-Season","General","https://xoflowers.md/bouquet-romance-morning/"
"xof_french_009","Bouquet ""A creamy dream""","Dreamy creamy-colored roses with eucalyptus accents","650","Budget","French roses","Rose / eucalyptus","All-Season","General","https://xoflowers.md/bouquet-creamy-dream/"
"xof_french_010","Flowers in basket ""I miss you""","Touching basket arrangement expressing longing with roses and eucalyptus","3300","Premium","French roses","Rose / eucalyptus","All-Season","General","https://xoflowers.md/basket-i-miss-you/"
"xof_french_011","Bouquet ""The warmth of October""","Autumn-inspired bouquet with roses, spray roses and chrysanthemum","1200","Mid-Range","French roses","Rose / rose spray / chrizantema","All-Season","General","https://xoflowers.md/bouquet-warmth-october/"
"xof_french_012","Basket with flowers ""Soft shades of love""","Romantic basket with roses, dianthus, wax flower, delphinium and chrysanthemum","3950","Premium","French roses","Roses / dianthus / wax flower / delphinium / chrizantema","All-Season","General","https://xoflowers.md/basket-soft-shades-love/"
"xof_french_013","Box with flowers ""Delicate blush""","Delicate pink-toned rose box arrangement","1000","Mid-Range","French roses","Rose","All-Season","General","https://xoflowers.md/box-delicate-blush/"
"xof_french_014","Box with flowers ""Warmth and tenderness""","Tender box arrangement with roses, wax, lisianthus, chrysanthemum and dianthus - available in S, M, L sizes","1800","Mid-Range","French roses","Rose / wax / lisianthus / chrizantema / dianthus","All-Season","General","https://xoflowers.md/box-warmth-tenderness/"
"xof_french_015","Basket with flowers ""Her kiss""","Romantic basket expressing affection with roses and eucalyptus","2400","Premium","French roses","Rose / eucalypt","All-Season","General","https://xoflowers.md/basket-her-kiss/"
"xof_french_016","Bouquet ""Montreal Mix""","Premium mixed rose bouquet inspired by Montreal elegance","3600","Premium","French roses","Rose","All-Season","General","https://xoflowers.md/bouquet-montreal-mix/"
"xof_french_017","Box with roses ""Little miss""","Charming small box arrangement perfect for young ladies","1400","Mid-Range","French roses","Rose","All-Season","General","https://xoflowers.md/box-little-miss/"
"xof_french_018","Basket with roses ""Azalia""","Elegant basket arrangement named after the beautiful Azalia","2200","Premium","French roses","Roses","All-Season","General","https://xoflowers.md/basket-azalia/"
"xof_french_019","Basket with flowers ""Sun kiss""","Sunny arrangement with viburnum, roses, gerbera, eustoma and matiola","2700","Premium","French roses","Viburnum / rose / gerbera / eustoma / matiola","All-Season","General","https://xoflowers.md/basket-sun-kiss/"
"xof_french_020","Box with flowers ""In the embrace of spring""","Spring-inspired box with roses, hydrangea, genista and dianthus - available in S and L sizes","1900","Mid-Range","French roses","Rose / hydrangea / genista / dianthus","All-Season","General","https://xoflowers.md/box-embrace-spring/"
"xof_french_021","Basket with roses ""Love Valley""","Romantic basket arrangement available in 25, 31, 51 roses","2650","Premium","French roses","Roses","All-Season","General","https://xoflowers.md/basket-love-valley/"
"xof_french_022","A basket of roses ""Scarlet Sunset""","Dramatic red rose arrangement available in 21, 35, 51 roses","2400","Premium","French roses","Roses","All-Season","General","https://xoflowers.md/basket-scarlet-sunset/"
"xof_french_023","Bouquet ""Passion""","Passionate bouquet with Rose Nina, Rose Pink Expression, carnation and Rose Julliet - available in S, M, L sizes","1350","Mid-Range","French roses","Rose Nina / Rose Pink Expression / carnation/ Rose Julliet","All-Season","General","https://xoflowers.md/bouquet-passion/"
"xof_french_024","Bouquet ""Roses Mandala""","Special bouquet featuring the exquisite Roses Mandala variety","950","Mid-Range","French roses","Roses Mandala","All-Season","General","https://xoflowers.md/bouquet-roses-mandala/"
"xof_french_025","Bouquet ""A fiery sunset""","Vibrant sunset-inspired bouquet with roses, gerbera, lagurus and stabilized leaves","1100","Mid-Range","French roses","Rose / gerbera / lagurus / stabilized leaves","All-Season","General","https://xoflowers.md/bouquet-fiery-sunset/"
"xof_french_026","Basket with roses","Classic rose basket arrangement available in S, M, L sizes","1900","Mid-Range","French roses","Rose","All-Season","General","https://xoflowers.md/basket-with-roses/"
"xof_french_027","Bouquet ""Dawn""","Fresh morning bouquet with roses and gerbera","1500","Mid-Range","French roses","Roses / gerbera","All-Season","General","https://xoflowers.md/bouquet-dawn/"
"xof_french_028","Basket with flowers ""A touch of fall""","Autumn-themed basket with roses, gerbera, ruskus and chrysanthemum","2200","Premium","French roses","Roses / gerbera / ruskus / chryzantema","All-Season","General","https://xoflowers.md/basket-touch-fall/"
"xof_french_029","Bouquet ""Gentle Autumn""","Soft autumn bouquet with roses - available in S and M sizes","1350","Mid-Range","French roses","Roses","All-Season","General","https://xoflowers.md/bouquet-gentle-autumn/"
"xof_french_030","Basket with flowers ""Hugging the fall""","Cozy autumn basket with roses, chrysanthemum, eustoma and berries","2250","Premium","French roses","Rose / chrysanthemum / eustoma / berries","All-Season","General","https://xoflowers.md/basket-hugging-fall/"
"xof_french_031","Box with flowers ""A delicate gloss""","Sophisticated box with roses, hydrangea, delphinium, chrysanthemum, eustoma and eucalyptus","2600","Premium","French roses","Rose / hydrangea / delphinium / chrysanthemum / eustoma / eucalyptus","All-Season","General","https://xoflowers.md/box-delicate-gloss/"
"xof_french_032","Basket with flowers ""A delicate fleur""","Delicate French-inspired basket featuring Roses Mandala","2700","Premium","French roses","Roses Mandala","All-Season","General","https://xoflowers.md/basket-delicate-fleur/"
"xof_french_033","Composition in a basket ""Princess of Heart""","Royal arrangement with Roses Mondial and eucalyptus - available in S, M, L sizes","2200","Premium","French roses","Roses Mondial / eucalyptus","All-Season","General","https://xoflowers.md/basket-princess-heart/"
"xof_french_034","Bouquet ""Reverance""","Respectful bouquet with tulips, roses, eucalyptus, geniste and ruscus","2200","Premium","French roses","Tulip / rose / eucalyptus / geniste / ruscus","All-Season","General","https://xoflowers.md/bouquet-reverance/"
"xof_french_035","Bouquet ""Sugar candy""","Sweet bouquet combining roses with germini","1300","Mid-Range","French roses","Roses / germini","All-Season","General","https://xoflowers.md/bouquet-sugar-candy/"
"xof_french_036","Bouquet ""For a lady""","Elegant bouquet featuring Roses Pink Mondial","750","Budget","French roses","Roses Pink Mondial","All-Season","General","https://xoflowers.md/bouquet-for-lady/"
"xof_french_037","Bouquet Roses Playa Blanca","Pure white Playa Blanca roses available in 11, 21, 51 roses","900","Mid-Range","French roses","Roses Playa Blanca","All-Season","General","https://xoflowers.md/bouquet-playa-blanca/"
"xof_french_038","Bouquet Red Roses","Classic red rose bouquet for timeless elegance","640","Budget","French roses","Roses","All-Season","General","https://xoflowers.md/bouquet-red-roses/"
"xof_french_039","Elegant bouquet of flowers","Sophisticated arrangement with roses and matiola","1100","Mid-Range","French roses","Roses / matiola","All-Season","General","https://xoflowers.md/elegant-bouquet-flowers/"
"xof_french_040","Bouquet ""Juli""","Summer bouquet with roses, dianthus, tulips, asparagus and antirinium","1900","Mid-Range","French roses","Rose / dianthus / tulip / asparagus / antirinium","All-Season","General","https://xoflowers.md/bouquet-juli/"
"xof_french_041","Box ""Gracious dance""","Graceful box arrangement with roses, orchids and eucalyptus","1450","Mid-Range","French roses","Rose / orchid / eucalyptus","All-Season","General","https://xoflowers.md/box-gracious-dance/"
"xof_french_042","A box with french roses","French roses with eucalyptus in elegant box - available in S, M, L sizes","1050","Mid-Range","French roses","Roses / eucalypt","All-Season","General","https://xoflowers.md/box-french-roses/"
"xof_french_043","Basket with roses Hermosa","Beautiful basket featuring Roses Hermosa variety","3200","Premium","French roses","Roses Hermosa","All-Season","General","https://xoflowers.md/basket-hermosa/"
"xof_french_044","101 roses in a basket","Grand gesture with 101 red roses in basket - available in S, M, XL sizes","2050","Premium","French roses","Red roses","All-Season","General","https://xoflowers.md/basket-101-roses/"
"xof_french_045","Bouquet ""Love Rising""","Romantic bouquet with Roses Nina and Roses Pink Mondial - available in 11, 21, 51 roses","830","Mid-Range","French roses","Roses Nina/ Roses Pink Mondial","All-Season","General","https://xoflowers.md/bouquet-love-rising/"
"xof_french_046","Monobouquet of roses Playa Blanca","Pure mono-bouquet of Playa Blanca roses - available in 21, 31, 51, 81 roses","1700","Mid-Range","French roses","Roses Playa Blanca","All-Season","General","https://xoflowers.md/mono-playa-blanca/"
"xof_french_047","Monobouquet of Ecuadorian roses","Premium Ecuadorian roses with eucalyptus - available in 11, 21, 31, 51 roses","1000","Mid-Range","French roses","Ecuadorian roses / Eucalypt","All-Season","General","https://xoflowers.md/mono-ecuadorian-roses/"
"xof_french_048","Buchet ""Kylie""","Magnificent bouquet created from luxury roses of famous varieties Pink Expression, Pink Floyd, Julliet, Silva Pink - a color palette that delights the eye with the delicate freshness of its shades","4000","Premium","French roses","Trandafir: Expression, Pink Floyd, Julliet, Silva Pink","All-Season","General","https://xoflowers.md/bouquet-kylie/"
"xof_french_049","Bouquet ""Candy""","Beautiful and bright bouquet with roses on long stems that seems to rest on a cushion of hydrangeas. Despite the size of the bouquet, it seems light and airy, perfect for giving unforgettable emotions","2600","Premium","French roses","Roses / hydrangea","All-Season","General","https://xoflowers.md/bouquet-candy/"
"xof_french_050","Bouquet ""Sweet Love""","Delightful bouquet with Pink Floyd and Mandala roses in shades of chic pink. With long stems and delicate aroma, perfect as a gift to a loved one. Photo shows bouquet of 31 pieces","830","Mid-Range","French roses","Rose sort Pink Floyd / Rose sort Mandala","All-Season","General","https://xoflowers.md/bouquet-sweet-love/"
"xof_baskets_001","Box with french roses","Premium French roses with eucalyptus in elegant presentation box","2250","Premium","Basket / Boxes with flowers","Roses Mandala / eucalypt","All-Season","General","https://xoflowers.md/box-with-french-roses/"
"xof_baskets_002","Basket with flowers ""Gentle Breath""","Gentle arrangement with hydrangea, chrysanthemum, eustoma, roses and ruskus","2020","Premium","Basket / Boxes with flowers","Hydrangea / chrysanthemum / eustoma / rose / ruskus","All-Season","General","https://xoflowers.md/basket-gentle-breath/"
"xof_baskets_003","Flower basket ""Morning Fields""","Fresh morning arrangement with eustoma, tanacetum, scabiosa and malucela","1600","Mid-Range","Basket / Boxes with flowers","Eustoma / tanacetum / scabiosa / malucela","All-Season","General","https://xoflowers.md/basket-morning-fields/"
"xof_baskets_004","A box of flowers ""Summer Dream""","Summer-inspired box with eustoma, gerbera and malucela","2200","Premium","Basket / Boxes with flowers","Eustoma / gerbera / malucela","All-Season","General","https://xoflowers.md/box-summer-dream/"
"xof_baskets_005","Box with flowers ""Pearl Love""","Luxurious arrangement with anthurium, mattiola, peony, spray roses, hydrangea and lilies","3500","Premium","Basket / Boxes with flowers","Anthurium / mattiola / peony / rose spray / hydrangea / lilia","All-Season","General","https://xoflowers.md/box-pearl-love/"
"xof_baskets_006","Basket with flowers ""Emma""","Beautiful basket arrangement with roses and viburnum","3700","Premium","Basket / Boxes with flowers","Rose / viburnum","All-Season","General","https://xoflowers.md/basket-emma/"
"xof_baskets_007","Basket with flowers ""Antoanetta""","Elegant arrangement with hydrangea, gerbera, roses, bush roses and allium floccon","4900","Premium","Basket / Boxes with flowers","Hydrangea / gerbera / rose / rose bush rose / allium floccon","All-Season","General","https://xoflowers.md/basket-antoanetta/"
"xof_baskets_008","Box with flowers ""Kissing luxury""","Luxurious box with gerbera, roses, orchids, ranunculus, genista and dianthus","5200","Premium","Basket / Boxes with flowers","Gerbera / rose / orchid / ranunculus / genista / dianthus","All-Season","General","https://xoflowers.md/box-kissing-luxury/"
"xof_baskets_009","Basket with rose ""First date""","Perfect for first dates - spray roses arrangement available in S and L sizes","2200","Premium","Basket / Boxes with flowers","Trandafir spray","All-Season","General","https://xoflowers.md/basket-first-date/"
"xof_baskets_010","Box with flowers ""Exquisite recognition""","Sophisticated box with gerbera, roses, orchids and tulips","3800","Premium","Basket / Boxes with flowers","Gerbera / rose / orchidea / tulip","All-Season","General","https://xoflowers.md/box-exquisite-recognition/"
"xof_baskets_011","Basket with flowers ""Versal""","Royal arrangement with hydrangea, genista, roses and spray roses","2400","Premium","Basket / Boxes with flowers","Hydrangea / genista / rose / rose spray","All-Season","General","https://xoflowers.md/basket-versal/"
"xof_baskets_012","Basket with flowers ""The magnificence of roses""","Magnificent basket showcasing roses with eucalyptus","4600","Premium","Basket / Boxes with flowers","Rose / eucalyptus","All-Season","General","https://xoflowers.md/basket-magnificence-roses/"
"xof_baskets_013","Box with flowers ""A gentle drop""","Delicate box arrangement with roses and eucalyptus","1550","Mid-Range","Basket / Boxes with flowers","Rose / eucalyptus","All-Season","General","https://xoflowers.md/box-gentle-drop/"
"xof_baskets_014","Flowers in basket ""I miss you""","Touching arrangement expressing longing with roses and eucalyptus","3300","Premium","Basket / Boxes with flowers","Rose / eucalyptus","All-Season","General","https://xoflowers.md/basket-i-miss-you/"
"xof_baskets_015","Basket with flowers ""Honey sunset""","Warm sunset-inspired basket with roses, chrysanthemum, panicum, lagurus and viburnum","1000","Mid-Range","Basket / Boxes with flowers","Rose / chrizantema / panicum / lagurus / viburnum","All-Season","General","https://xoflowers.md/basket-honey-sunset/"
"xof_baskets_016","Basket with flowers ""Soft shades of love""","Romantic basket with roses, dianthus, wax flower, delphinium and chrysanthemum","3950","Premium","Basket / Boxes with flowers","Roses / dianthus / wax flower / delphinium / chrizantema","All-Season","General","https://xoflowers.md/basket-soft-shades-love/"
"xof_baskets_017","Box with flowers ""Delicate blush""","Delicate pink-toned rose box arrangement","1000","Mid-Range","Basket / Boxes with flowers","Rose","All-Season","General","https://xoflowers.md/box-delicate-blush/"
"xof_baskets_018","Box with flowers ""The romance of flowers""","Romantic box with roses, spray roses, delphinium, ruscus and lisianthus - available in S, M, L sizes","1900","Mid-Range","Basket / Boxes with flowers","Rose / rose spray / delphinium / ruscus / lisianthus","All-Season","General","https://xoflowers.md/box-romance-flowers/"
"xof_baskets_019","Box with flowers ""Warmth and tenderness""","Tender box with roses, wax, lisianthus, chrysanthemum and dianthus - available in S, M, L sizes","1800","Mid-Range","Basket / Boxes with flowers","Rose / wax / lisianthus / chrizantema / dianthus","All-Season","General","https://xoflowers.md/box-warmth-tenderness/"
"xof_baskets_020","Box with flowers ""Queen""","Royal box arrangement with hydrangea and spray roses","11500","Premium","Basket / Boxes with flowers","Hydrangea / roses spray","All-Season","General","https://xoflowers.md/box-queen/"
"xof_baskets_021","Box with hydrangea","Pure hydrangea box arrangement for elegant occasions","6900","Premium","Basket / Boxes with flowers","Hydrangea","All-Season","General","https://xoflowers.md/box-hydrangea/"
"xof_baskets_022","Basket with flowers ""Her kiss""","Romantic basket expressing affection with roses and eucalyptus","2400","Premium","Basket / Boxes with flowers","Rose / eucalypt","All-Season","General","https://xoflowers.md/basket-her-kiss/"
"xof_baskets_023","Box with flowers ""For love""","Love-themed box with hydrangea, roses, eustoma and gerbera","3800","Premium","Basket / Boxes with flowers","Hydrangea / rose / eustoma / gerbera","All-Season","General","https://xoflowers.md/box-for-love/"
"xof_baskets_024","Composition in a cachepot ""Victoria's Garden""","Garden-inspired cachepot with roses, gladiolus, astra, gerbera and lisianthus","1200","Mid-Range","Basket / Boxes with flowers","Rose / gladiolus / astra / gerbera / lisianthus","All-Season","General","https://xoflowers.md/cachepot-victorias-garden/"
"xof_baskets_025","Flower box ""Miracles""","Miraculous arrangement with hydrangea, eustoma, mint and chrysanthemum","3300","Premium","Basket / Boxes with flowers","Hydrangea / eustoma / mint / chryzantema","All-Season","General","https://xoflowers.md/box-miracles/"
"xof_baskets_026","Basket with flowers ""Loving heart""","Heart-shaped basket with peonies and hydrangeas","5100","Premium","Basket / Boxes with flowers","Peony / hydrangea","All-Season","General","https://xoflowers.md/basket-loving-heart/"
"xof_baskets_027","Basket with peonies","Premium peony basket arrangement","6100","Premium","Basket / Boxes with flowers","Peony","All-Season","General","https://xoflowers.md/basket-peonies-premium/"
"xof_baskets_028","Basket with peonies","Standard peony basket arrangement","3100","Premium","Basket / Boxes with flowers","Peony","All-Season","General","https://xoflowers.md/basket-peonies/"
